"lang"
{
"Language"	"dutch"
"[english]DOTA_WearableType_Armlet"	"Armlet"
"DOTA_WearableType_Scepter"	"Scepter"
"[english]DOTA_WearableType_Scepter"	"Scepter"
"DOTA_WearableType_Abomination"	"Verafschuwing"
"[english]DOTA_WearableType_Abomination"	"Abomination"
"DOTA_WearableType_Greaves"	"Scheenbeschermers"
"[english]DOTA_WearableType_Greaves"	"Greaves"
"DOTA_WearableType_Saw"	"Zaag"
"[english]DOTA_WearableType_Saw"	"Saw"
"DOTA_WearableType_Hook"	"Haak"
"[english]DOTA_WearableType_Hook"	"Hook"
"DOTA_WearableType_Abdomen"	"Achterlijf"
"[english]DOTA_WearableType_Abdomen"	"Abdomen"
"DOTA_WearableType_Sect_Pauldron"	"Sect Pauldron"
"[english]DOTA_WearableType_Sect_Pauldron"	"Sect Pauldron"
"DOTA_WearableType_Sect_Helm"	"Sektehelm"
"[english]DOTA_WearableType_Sect_Helm"	"Sect Helm"
"DOTA_WearableType_Sect_Sword"	"Sektezwaard"
"[english]DOTA_WearableType_Sect_Sword"	"Sect Sword"
"DOTA_WearableType_Flag"	"Vlag"
"[english]DOTA_WearableType_Flag"	"Flag"
"DOTA_WearableType_Blade_RightHand"	"Zwaard, rechterhand"
"[english]DOTA_WearableType_Blade_RightHand"	"Blade, Right-Hand"
"DOTA_WearableType_Blade_LeftHand"	"Zwaard, linkerhand"
"[english]DOTA_WearableType_Blade_LeftHand"	"Blade, Left-Hand"
"DOTA_WearableType_Sect_Cape"	"Sektecape"
"[english]DOTA_WearableType_Sect_Cape"	"Sect Cape"
"DOTA_WearableType_Sect_Skirt"	"Sekterok"
"[english]DOTA_WearableType_Sect_Skirt"	"Sect Skirt"
"DOTA_WearableType_Sect_Gauntlet"	"Sect Gauntlet"
"[english]DOTA_WearableType_Sect_Gauntlet"	"Sect Gauntlet"
"DOTA_WearableType_Scarf"	"Sjaal"
"[english]DOTA_WearableType_Scarf"	"Scarf"
"DOTA_WearableType_Leather_Pants"	"Leren broek"
"[english]DOTA_WearableType_Leather_Pants"	"Leather Pants"
"DOTA_WearableType_Blade_RightHanded"	"Rechtshandig zwaard"
"[english]DOTA_WearableType_Blade_RightHanded"	"Blade, Right-Handed"
"DOTA_WearableType_Talisman"	"Talisman"
"[english]DOTA_WearableType_Talisman"	"Talisman"
"DOTA_WearableType_Garland"	"Bloemenkrans"
"[english]DOTA_WearableType_Garland"	"Garland"
"DOTA_WearableType_Exort_Cape"	"Exort Cape"
"[english]DOTA_WearableType_Exort_Cape"	"Exort Cape"
"DOTA_WearableType_Exort_Bracer"	"Exort Bracer"
"[english]DOTA_WearableType_Exort_Bracer"	"Exort Bracer"
"DOTA_WearableType_Exort_Crest"	"Exort Crest"
"[english]DOTA_WearableType_Exort_Crest"	"Exort Crest"
"DOTA_Item"	"Draagbaar"
"[english]DOTA_Item"	"Wearable"
"DOTA_Custom_Courier"	"Koerier"
"[english]DOTA_Custom_Courier"	"Courier"
"DOTA_Custom_HexModel"	"Aangepast Hex-dier"
"[english]DOTA_Custom_HexModel"	"Custom Hex Animal"
"DOTA_WearableType_Announcer"	"Omroeper"
"[english]DOTA_WearableType_Announcer"	"Announcer"
"DOTA_WearableType_Custom_Courier"	"Koerier"
"[english]DOTA_WearableType_Custom_Courier"	"Courier"
"DOTA_WearableType_MegaKills"	" "
"[english]DOTA_WearableType_MegaKills"	""
"DOTA_WearableType_Treasure_Chest"	"Schatkist"
"[english]DOTA_WearableType_Treasure_Chest"	"Treasure Chest"
"DOTA_TreasureChest_Type"	"Schat"
"[english]DOTA_TreasureChest_Type"	"Treasure"
"DOTA_WearableType_Tool"	"Gereedschap"
"[english]DOTA_WearableType_Tool"	"Tool"
"DOTA_WearableType_Battle_Bonus"	"Gevechtsbonus"
"[english]DOTA_WearableType_Battle_Bonus"	"Battle Bonus"
"DOTA_Item_Gift"	"Geschenk"
"[english]DOTA_Item_Gift"	"Gift"
"DOTA_WearableType_Gift"	"Geschenk"
"[english]DOTA_WearableType_Gift"	"Gift"
"DOTA_WearableType_Strange_Essence"	"Eigenaardige olie"
"[english]DOTA_WearableType_Strange_Essence"	"Strange Essence"
"DOTA_WearableType_LeagueViewPass"	" "
"[english]DOTA_WearableType_LeagueViewPass"	""
"DOTA_WearableType_Bundle"	"Bundel"
"[english]DOTA_WearableType_Bundle"	"Bundle"
"DOTA_Wearable_Riki_DefaultWeapon"	"Riki's dolken"
"[english]DOTA_Wearable_Riki_DefaultWeapon"	"Riki's Daggers"
"DOTA_Item_AntiMages_Glaives"	"Anti-Mage's glaives"
"[english]DOTA_Item_AntiMages_Glaives"	"Anti-Mage's Glaives"
"DOTA_Item_Desc_AntiMages_Glaives"	" "
"[english]DOTA_Item_Desc_AntiMages_Glaives"	""
"DOTA_Item_Axes_Axe"	"Axe's bijl"
"[english]DOTA_Item_Axes_Axe"	"Axe's Axe"
"DOTA_Wearable_Axe_DefaultArmor"	"Axe's schoudervulling"
"[english]DOTA_Wearable_Axe_DefaultArmor"	"Axe's Shoulderpad"
"DOTA_Wearable_Axe_DefaultHair"	"Axe's paardenstaart"
"[english]DOTA_Wearable_Axe_DefaultHair"	"Axe's Ponytail"
"DOTA_Item_Axes_Belt"	"Axe's riem"
"[english]DOTA_Item_Axes_Belt"	"Axe's Belt"
"DOTA_Wearable_Jugg_DefaultMask"	"Juggernauts masker"
"[english]DOTA_Wearable_Jugg_DefaultMask"	"Juggernaut's Mask"
"DOTA_Wearable_Jugg_DefaultWeapon"	"Juggernauts wapen"
"[english]DOTA_Wearable_Jugg_DefaultWeapon"	"Juggernaut's Weapon"
"DOTA_Wearable_Jugg_DefaultCape"	"Juggernauts cape"
"[english]DOTA_Wearable_Jugg_DefaultCape"	"Juggernaut's Cape"
"DOTA_Wearable_Jugg_DefaultBracers"	"Juggernauts armbeschermingen"
"[english]DOTA_Wearable_Jugg_DefaultBracers"	"Juggernaut's Bracers"
"DOTA_Item_Kunkkas_Boots"	"Kunkka's laarzen"
"[english]DOTA_Item_Kunkkas_Boots"	"Kunkka's Boots"
"DOTA_Item_Kunkkas_Hands"	"Kunkka's handen"
"[english]DOTA_Item_Kunkkas_Hands"	"Kunkka's Hands"
"DOTA_Item_Kunkkas_Sword"	"Kunkka's zwaard"
"[english]DOTA_Item_Kunkkas_Sword"	"Kunkka's Sword"
"DOTA_Item_Omniknights_Bracers"	"Omniknights armbeschermingen"
"[english]DOTA_Item_Omniknights_Bracers"	"Omniknight's Bracers"
"DOTA_Item_Desc_Bracers"	"Omniknights oude armbeschermingen"
"[english]DOTA_Item_Desc_Bracers"	"Omniknight's old bracers"
"DOTA_Item_Kunkkas_Head"	"Kunkka's hoofd"
"[english]DOTA_Item_Kunkkas_Head"	"Kunkka's Head"
"DOTA_FacelessVoid_Default_Weapon"	"Faceless Voids wapen"
"[english]DOTA_FacelessVoid_Default_Weapon"	"Faceless Void's Weapon"
"DOTA_Wearable_Sven_DefaultHead"	"Svens masker"
"[english]DOTA_Wearable_Sven_DefaultHead"	"Sven's Mask"
"DOTA_Wearable_Sven_DefaultSword"	"Svens zwaard"
"[english]DOTA_Wearable_Sven_DefaultSword"	"Sven's Sword"
"DOTA_Wearable_Sven_DefaultBelt"	"Svens riem"
"[english]DOTA_Wearable_Sven_DefaultBelt"	"Sven's Belt"
"DOTA_Wearable_Sven_DefaultGauntlet"	"Svens pantserhandschoen"
"[english]DOTA_Wearable_Sven_DefaultGauntlet"	"Sven's Gauntlet"
"DOTA_Wearable_Sven_DefaultShoulder"	"Svens schouder"
"[english]DOTA_Wearable_Sven_DefaultShoulder"	"Sven's Shoulder"
"DOTA_Wearable_Windrunner_DefaultHead"	"Windrunners hoofd"
"[english]DOTA_Wearable_Windrunner_DefaultHead"	"Windrunner's Head"
"DOTA_Wearable_Windrunner_DefaultBow"	"Windrunners boog"
"[english]DOTA_Wearable_Windrunner_DefaultBow"	"Windrunner's Bow"
"DOTA_Wearable_Windrunner_ShoulderPads"	"Windrunners schoudervullingen"
"[english]DOTA_Wearable_Windrunner_ShoulderPads"	"Windrunner's Shoulder Pads"
"DOTA_Wearable_Windrunner_Cape"	"Windrunners cape"
"[english]DOTA_Wearable_Windrunner_Cape"	"Windrunner's Cape"
"DOTA_Wearable_Windrunner_DefaultQuiver"	"Windrunners pijlkoker"
"[english]DOTA_Wearable_Windrunner_DefaultQuiver"	"Windrunner's Quiver"
"DOTA_Item_Queen_of_Pains_Weapon"	"Queen of Pains wapen"
"[english]DOTA_Item_Queen_of_Pains_Weapon"	"Queen of Pain's Weapon"
"DOTA_Wearable_Silencer_DefaultWeapon"	"Silencers wapen"
"[english]DOTA_Wearable_Silencer_DefaultWeapon"	"Silencer's Weapon"
"DOTA_Wearable_Silencer_DefaultShield"	"Silencers schild"
"[english]DOTA_Wearable_Silencer_DefaultShield"	"Silencer's Shield"
"DOTA_Wearable_Furion_DefaultWeapon"	"Prophets staf"
"[english]DOTA_Wearable_Furion_DefaultWeapon"	"Prophet's Staff"
"DOTA_Wearable_Furion_DefaultHorns"	"Prophets hoorns"
"[english]DOTA_Wearable_Furion_DefaultHorns"	"Prophet's Horns"
"DOTA_Wearable_Furion_DefaultBeard"	"Prophets baard"
"[english]DOTA_Wearable_Furion_DefaultBeard"	"Prophet's Beard"
"DOTA_Wearable_Furion_DefaultCape"	"Prophets cape"
"[english]DOTA_Wearable_Furion_DefaultCape"	"Prophet's Cape"
"DOTA_Wearable_Furion_DefaultNecklace"	"Prophets halsketting"
"[english]DOTA_Wearable_Furion_DefaultNecklace"	"Prophet's Necklace"
"DOTA_Item_Tidehunters_Bracer"	"Tidehunters armbescherming"
"[english]DOTA_Item_Tidehunters_Bracer"	"Tidehunter's Bracer"
"DOTA_Item_Tidehunters_Belt"	"Tidehunters riem"
"[english]DOTA_Item_Tidehunters_Belt"	"Tidehunter's Belt"
"DOTA_Item_Tidehunters_Anchor"	"Tidehunters anker"
"[english]DOTA_Item_Tidehunters_Anchor"	"Tidehunter's Anchor"
"DOTA_Item_Tidehunters_Lunch"	"Tidehunters lunch"
"[english]DOTA_Item_Tidehunters_Lunch"	"Tidehunter's Lunch"
"DOTA_Wearable_CrystalMaiden_Default_Cape"	"Crystal Maidens cape"
"[english]DOTA_Wearable_CrystalMaiden_Default_Cape"	"Crystal Maiden's Cape"
"DOTA_Wearable_CrystalMaiden_Default_Shoulder_Pads"	"Crystal Maidens schoudervullingen"
"[english]DOTA_Wearable_CrystalMaiden_Default_Shoulder_Pads"	"Crystal Maiden's Shoulder Pads"
"DOTA_Wearable_CrystalMaiden_Default_Weapon"	"Crystal Maidens wapen"
"[english]DOTA_Wearable_CrystalMaiden_Default_Weapon"	"Crystal Maiden's Weapon"
"DOTA_Wearable_CrystalMaiden_Default_Boots_and_Cuffs"	"Crystal Maiden's Boots & Cuffs"
"[english]DOTA_Wearable_CrystalMaiden_Default_Boots_and_Cuffs"	"Crystal Maiden's Boots & Cuffs"
"DOTA_Item_Omniknights_Shoulders"	"Omniknights schouders"
"[english]DOTA_Item_Omniknights_Shoulders"	"Omniknight's Shoulders"
"DOTA_Item_Desc_Omniknights_Shoulders"	"Omniknights oude schouders"
"[english]DOTA_Item_Desc_Omniknights_Shoulders"	"Omniknight's old shoulders"
"DOTA_Item_Omniknights_Cape"	"Omniknights cape"
"[english]DOTA_Item_Omniknights_Cape"	"Omniknight's Cape"
"DOTA_Item_Desc_Omniknights_Cape"	"Omniknights oude cape"
"[english]DOTA_Item_Desc_Omniknights_Cape"	"Omniknight's old cape"
"DOTA_Item_Omniknights_Weapon"	"Omniknights wapen"
"[english]DOTA_Item_Omniknights_Weapon"	"Omniknight's Weapon"
"DOTA_Item_Desc_Omniknights_Hammer"	"Omniknights oude hamer"
"[english]DOTA_Item_Desc_Omniknights_Hammer"	"Omniknight's old hammer"
"DOTA_Item_Omniknights_Head"	"Omniknights hoofd"
"[english]DOTA_Item_Omniknights_Head"	"Omniknight's Head"
"DOTA_Item_Desc_Omniknights_Head"	"Omniknights oude gezicht"
"[english]DOTA_Item_Desc_Omniknights_Head"	"Omniknight's old face"
"DOTA_Item_Omniknights_Hair"	"Omniknights haar"
"[english]DOTA_Item_Omniknights_Hair"	"Omniknight's Hair"
"DOTA_Item_Desc_Omniknights_Hair"	"Omniknights oude haar"
"[english]DOTA_Item_Desc_Omniknights_Hair"	"Omniknight's old hair"
"DOTA_Item_Pudges_Rusty_Meathook"	"Pudges roestige vleeshaak"
"[english]DOTA_Item_Pudges_Rusty_Meathook"	"Pudge's Rusty Meathook"
"DOTA_Item_Desc_Rusty_Meathook"	"Een verroeste en wreed uitziende vleeshaak."
"[english]DOTA_Item_Desc_Rusty_Meathook"	"A rusted and cruel looking meat hook."
"DOTA_Item_Invokers_Cape"	"Invokers cape"
"[english]DOTA_Item_Invokers_Cape"	"Invoker's Cape"
"DOTA_Item_Desc_Invokers_Cape"	" "
"[english]DOTA_Item_Desc_Invokers_Cape"	""
"DOTA_Item_Prophets_Bracers"	"Prophets armbeschermingen"
"[english]DOTA_Item_Prophets_Bracers"	"Prophet's Bracers"
"DOTA_Item_Desc_Copy_of_Prophets_Horns"	" "
"[english]DOTA_Item_Desc_Copy_of_Prophets_Horns"	""
"DOTA_Item_Bounty_Hunters_Weapon"	"Bounty Hunters wapen"
"[english]DOTA_Item_Bounty_Hunters_Weapon"	"Bounty Hunter's Weapon"
"DOTA_Item_Desc_Unnamed_New_Item"	"Dit nieuwe voorwerp heeft geen beschrijving."
"[english]DOTA_Item_Desc_Unnamed_New_Item"	"This new item has no description."
"DOTA_Item_Bounty_Hunters_Offhand_Weapon"	"Bounty Hunters secundaire wapen"
"[english]DOTA_Item_Bounty_Hunters_Offhand_Weapon"	"Bounty Hunter's Offhand Weapon"
"DOTA_Item_Desc_Copy_of_RWeapon"	"Dit nieuwe voorwerp heeft geen beschrijving."
"[english]DOTA_Item_Desc_Copy_of_RWeapon"	"This new item has no description."
"DOTA_Item_Bounty_Hunters_Back"	"Bounty Hunters rug"
"[english]DOTA_Item_Bounty_Hunters_Back"	"Bounty Hunter's Back"
"DOTA_Item_Desc_Copy_of_LWeapon"	"Dit nieuwe voorwerp heeft geen beschrijving."
"[english]DOTA_Item_Desc_Copy_of_LWeapon"	"This new item has no description."
"DOTA_Item_Armor"	"Bounty Hunters pantser"
"[english]DOTA_Item_Armor"	"Bounty Hunter's Armor"
"DOTA_Item_Desc_Copy_of_Backpack"	"Dit nieuwe voorwerp heeft geen beschrijving."
"[english]DOTA_Item_Desc_Copy_of_Backpack"	"This new item has no description."
"DOTA_Item_Bounty_Hunters_Shoulder"	"Bounty Hunters schouder"
"[english]DOTA_Item_Bounty_Hunters_Shoulder"	"Bounty Hunter's Shoulder"
"DOTA_Item_Desc_Copy_of_Armor"	"Dit nieuwe voorwerp heeft geen beschrijving."
"[english]DOTA_Item_Desc_Copy_of_Armor"	"This new item has no description."
"DOTA_Item_Bounty_Hunters_Bandana"	"Bounty Hunters bandana"
"[english]DOTA_Item_Bounty_Hunters_Bandana"	"Bounty Hunter's Bandana"
"DOTA_Item_Desc_Copy_of_BWeapon"	"Dit nieuwe voorwerp heeft geen beschrijving."
"[english]DOTA_Item_Desc_Copy_of_BWeapon"	"This new item has no description."
"DOTA_Item_Clinkz_Skull"	"Clinkz' schedel"
"[english]DOTA_Item_Clinkz_Skull"	"Clinkz Skull"
"DOTA_Item_Desc_Clinkz_Skull"	"Clinkz' standaard schedel"
"[english]DOTA_Item_Desc_Clinkz_Skull"	"Clinkz default skull"
"DOTA_Item_Clinkz_Bow"	"Clinkz' boog"
"[english]DOTA_Item_Clinkz_Bow"	"Clinkz Bow"
"DOTA_Item_Desc_Clinkz_Bow"	"Clinkz' standaard boog"
"[english]DOTA_Item_Desc_Clinkz_Bow"	"Clinkz default Bow"
"DOTA_Item_Clinkz_Shoulder_Pads"	"Clinkz' schoudervullingen"
"[english]DOTA_Item_Clinkz_Shoulder_Pads"	"Clinkz Shoulder Pads"
"DOTA_Item_Desc_Clinkz_Shoulder_Pads"	"Clinkz' standaard schoudervullingen"
"[english]DOTA_Item_Desc_Clinkz_Shoulder_Pads"	"Clinkz default Shoulder Pads"
"DOTA_Item_Clinkz_Quiver"	"Clinkz' pijlkoker"
"[english]DOTA_Item_Clinkz_Quiver"	"Clinkz Quiver"
"DOTA_Item_Desc_Clinkz_Quiver"	"Clinkz' standaard pijlkoker"
"[english]DOTA_Item_Desc_Clinkz_Quiver"	"Clinkz default Quiver"
"DOTA_Item_Clinkz_Horns"	"Clinkz' hoorns"
"[english]DOTA_Item_Clinkz_Horns"	"Clinkz Horns"
"DOTA_Item_Desc_Clinkz_Horns"	"Clinkz' standaard hoorns"
"[english]DOTA_Item_Desc_Clinkz_Horns"	"Clinkz default horns"
"DOTA_Item_Clinkz_Gloves"	"Clinkz' handschoenen"
"[english]DOTA_Item_Clinkz_Gloves"	"Clinkz Gloves"
"DOTA_Item_Desc_Copy_of_Clinkz_Skull"	"Clinkz' standaard schedel"
"[english]DOTA_Item_Desc_Copy_of_Clinkz_Skull"	"Clinkz default skull"
"DOTA_Wearable_Jugg_DefaultLegs"	"Juggernauts benen"
"[english]DOTA_Wearable_Jugg_DefaultLegs"	"Juggernaut's Legs"
"DOTA_Item_Dragon_Knights_Helmet"	"Dragon Knights helm"
"[english]DOTA_Item_Dragon_Knights_Helmet"	"Dragon Knight's Helmet"
"DOTA_Item_Desc_Copy_of_Juggernauts_Legs"	" "
"[english]DOTA_Item_Desc_Copy_of_Juggernauts_Legs"	""
"DOTA_Item_Dragon_Knights_Shoulder_Armor"	"Dragon Knights schouderpantser"
"[english]DOTA_Item_Dragon_Knights_Shoulder_Armor"	"Dragon Knight's Shoulder Armor"
"DOTA_Item_Desc_Dragon_Knights_Shoulder_Armor"	" "
"[english]DOTA_Item_Desc_Dragon_Knights_Shoulder_Armor"	""
"DOTA_Item_Dragon_Knights_Bracers"	"Dragon Knights armbeschermingen"
"[english]DOTA_Item_Dragon_Knights_Bracers"	"Dragon Knight's Bracers"
"DOTA_Item_Desc_Copy_of_Dragon_Knights_Shoulder_Armor"	" "
"[english]DOTA_Item_Desc_Copy_of_Dragon_Knights_Shoulder_Armor"	""
"DOTA_Item_Dragon_Knights_Weapon"	"Dragon Knights wapen"
"[english]DOTA_Item_Dragon_Knights_Weapon"	"Dragon Knight's Weapon"
"DOTA_Item_Desc_Dragon_Knights_Weapon"	" "
"[english]DOTA_Item_Desc_Dragon_Knights_Weapon"	""
"DOTA_Item_Dragon_Knights_Offhand"	"Dragon Knight's Offhand"
"[english]DOTA_Item_Dragon_Knights_Offhand"	"Dragon Knight's Offhand"
"DOTA_Item_Desc_Dragon_Knights_Offhand"	" "
"[english]DOTA_Item_Desc_Dragon_Knights_Offhand"	""
"DOTA_Item_Dragon_Knights_Skirt"	"Dragon Knights rok"
"[english]DOTA_Item_Dragon_Knights_Skirt"	"Dragon Knight's Skirt"
"DOTA_Item_Desc_Copy_of_Dragon_Knights_Offhand"	" "
"[english]DOTA_Item_Desc_Copy_of_Dragon_Knights_Offhand"	""
